machine_id,maker,shift,avg_vibration,avg_temp_c,throughput_units,prior_defect_rate,machine_age_years,high_defect
M-05,Voss,night,3.88,67.3,556.4,0.1,5,1
M-02,Hokuto,night,3.03,57.1,544.8,0.099,4,0
M-08,Hokuto,night,3.4,62.4,518.9,0.096,4,0
M-08,Hokuto,day,2.03,63.1,419.0,0.086,4,0
M-04,Brunner,night,3.0,57.7,444.0,0.114,3,0
M-05,Voss,day,4.0,60.2,489.5,0.058,5,0
M-07,Brunner,night,4.54,61.0,383.8,0.085,12,1
M-05,Voss,day,4.43,67.7,508.7,0.046,5,1
M-04,Brunner,night,4.47,60.1,483.1,0.099,3,1
M-03,Brunner,night,3.75,62.0,427.7,0.133,11,0
M-02,Hokuto,day,4.61,59.7,546.7,0.022,4,1
M-05,Voss,day,3.19,61.6,526.0,0.078,5,0
M-07,Brunner,night,4.58,64.6,396.1,0.122,12,0
M-03,Brunner,day,4.27,62.9,516.7,0.102,11,0
M-04,Brunner,day,2.76,60.2,508.5,0.064,3,0
M-07,Brunner,day,3.79,68.7,399.9,0.089,12,1
M-07,Brunner,night,4.54,59.2,482.6,0.129,12,1
M-02,Hokuto,night,4.19,60.1,539.9,0.065,4,0
M-08,Hokuto,night,3.57,59.2,468.3,0.107,4,0
M-08,Hokuto,day,2.91,55.8,469.1,0.04,4,1
M-01,Hokuto,day,4.05,59.0,494.6,0.078,6,0
M-03,Brunner,night,3.98,61.0,431.8,0.126,11,1
M-05,Voss,night,3.03,59.5,464.9,0.115,5,1
M-02,Hokuto,day,3.15,60.7,547.9,0.077,4,0
M-02,Hokuto,night,2.92,58.1,452.3,0.06,4,1
M-08,Hokuto,night,2.72,56.6,486.2,0.099,4,0
M-07,Brunner,night,4.67,67.6,446.5,0.11,12,0
M-06,Voss,night,3.07,56.6,556.1,0.117,2,0
M-06,Voss,day,2.04,54.9,537.6,0.081,2,0
M-03,Brunner,night,4.43,58.3,521.4,0.122,11,1
M-03,Brunner,day,4.61,61.9,482.8,0.108,11,0
M-03,Brunner,night,4.13,69.4,553.6,0.119,11,1
M-05,Voss,day,3.48,62.6,486.8,0.077,5,0
M-01,Hokuto,day,3.52,58.3,504.2,0.077,6,0
M-01,Hokuto,day,3.76,70.2,413.9,0.075,6,1
M-01,Hokuto,night,3.65,55.4,519.6,0.059,6,0
M-04,Brunner,night,3.32,61.2,512.4,0.095,3,0
M-06,Voss,night,2.77,62.8,509.0,0.071,2,0
M-04,Brunner,day,3.45,58.8,528.5,0.051,3,0
M-06,Voss,night,2.4,58.3,538.4,0.07,2,1
M-08,Hokuto,night,2.54,59.8,511.9,0.09,4,0
M-08,Hokuto,day,4.0,59.8,394.2,0.081,4,1
M-08,Hokuto,day,3.64,59.1,456.4,0.017,4,1
M-07,Brunner,night,4.04,68.6,488.1,0.105,12,1
M-07,Brunner,night,4.08,60.5,446.6,0.118,12,1
M-01,Hokuto,day,3.25,60.6,446.0,0.095,6,1
M-03,Brunner,day,4.14,63.2,469.1,0.07,11,0
M-03,Brunner,night,3.76,67.8,440.6,0.098,11,0
M-07,Brunner,night,4.35,60.5,454.8,0.096,12,1
M-07,Brunner,day,4.05,66.4,503.8,0.107,12,1
M-04,Brunner,day,2.93,61.8,547.7,0.087,3,0
M-02,Hokuto,day,3.1,55.0,509.4,0.067,4,0
M-06,Voss,night,2.44,57.8,495.4,0.072,2,0
M-05,Voss,day,3.28,72.3,480.3,0.08,5,0
M-03,Brunner,day,4.74,64.2,468.4,0.082,11,0
M-06,Voss,night,2.78,62.1,433.7,0.106,2,0
M-06,Voss,night,3.52,57.0,506.0,0.069,2,1
M-01,Hokuto,night,4.0,60.0,515.9,0.092,6,1
M-02,Hokuto,night,3.46,60.0,507.5,0.094,4,0
M-07,Brunner,day,4.36,65.9,455.7,0.107,12,1
M-05,Voss,day,2.6,63.4,489.8,0.062,5,0
M-05,Voss,day,2.97,58.8,526.7,0.107,5,0
M-01,Hokuto,day,3.39,59.1,519.1,0.079,6,0
M-07,Brunner,night,4.04,63.1,575.3,0.126,12,1
M-02,Hokuto,night,3.82,59.3,598.1,0.08,4,1
M-03,Brunner,day,3.71,62.1,496.2,0.067,11,0
M-08,Hokuto,day,4.07,59.8,569.8,0.07,4,0
M-07,Brunner,night,4.39,62.1,460.2,0.126,12,1
M-01,Hokuto,night,2.75,62.0,465.0,0.126,6,0
M-01,Hokuto,night,3.28,61.2,526.9,0.133,6,1
M-05,Voss,day,2.98,59.1,481.6,0.094,5,0
M-07,Brunner,night,3.42,62.3,444.0,0.129,12,1
M-04,Brunner,night,3.28,61.9,548.0,0.097,3,1
M-01,Hokuto,day,3.97,61.0,514.8,0.089,6,0
M-07,Brunner,night,4.63,62.4,413.1,0.097,12,1
M-02,Hokuto,day,3.38,59.8,455.3,0.082,4,0
M-06,Voss,day,2.79,62.1,510.5,0.044,2,0
M-02,Hokuto,night,3.24,63.5,450.2,0.106,4,1
M-02,Hokuto,day,3.17,60.3,558.1,0.056,4,0
M-01,Hokuto,night,3.77,62.3,564.5,0.061,6,1
M-08,Hokuto,day,2.91,62.2,591.6,0.087,4,1
M-03,Brunner,night,4.29,62.3,510.0,0.097,11,1
M-04,Brunner,night,2.61,60.1,511.0,0.064,3,1
M-05,Voss,night,2.39,66.3,479.8,0.1,5,0
M-07,Brunner,night,4.38,65.2,487.5,0.149,12,1
M-08,Hokuto,night,3.45,54.4,554.2,0.083,4,0
M-01,Hokuto,night,2.74,60.4,469.3,0.116,6,0
M-02,Hokuto,night,2.84,66.4,434.7,0.102,4,1
M-03,Brunner,day,4.58,71.3,453.7,0.095,11,1
M-05,Voss,day,3.4,60.4,512.7,0.015,5,0
M-02,Hokuto,night,3.74,62.9,458.8,0.083,4,0
M-08,Hokuto,day,1.65,60.9,560.0,0.088,4,1
M-07,Brunner,night,4.0,66.8,432.6,0.096,12,0
M-04,Brunner,day,3.09,58.5,535.2,0.053,3,0
M-03,Brunner,day,4.77,62.8,473.6,0.077,11,0
M-05,Voss,night,3.62,61.8,575.3,0.096,5,1
M-08,Hokuto,day,3.04,62.8,409.0,0.066,4,0
M-01,Hokuto,night,3.33,57.6,477.7,0.098,6,1
M-03,Brunner,night,4.04,67.5,479.0,0.122,11,1
M-06,Voss,day,2.76,61.5,635.2,0.085,2,0
M-05,Voss,night,3.21,64.9,501.2,0.082,5,1
M-03,Brunner,night,3.1,68.1,449.5,0.103,11,0
M-01,Hokuto,night,2.69,57.1,473.9,0.072,6,1
M-04,Brunner,night,3.21,62.6,503.2,0.1,3,1
M-02,Hokuto,day,3.23,61.6,584.2,0.021,4,1
M-02,Hokuto,day,2.65,53.8,526.4,0.06,4,1
M-03,Brunner,day,4.04,66.9,539.9,0.106,11,1
M-07,Brunner,day,4.43,62.6,447.7,0.078,12,1
M-08,Hokuto,night,3.24,56.7,442.9,0.09,4,1
M-05,Voss,day,2.73,60.8,462.4,0.064,5,0
M-02,Hokuto,day,4.04,58.1,506.7,0.063,4,0
M-01,Hokuto,night,3.51,63.7,515.0,0.088,6,1
M-01,Hokuto,day,3.72,64.4,545.7,0.086,6,0
M-07,Brunner,night,4.44,66.0,473.1,0.158,12,1
M-08,Hokuto,day,3.11,56.1,487.2,0.099,4,1
M-04,Brunner,night,2.92,65.4,521.4,0.072,3,0
M-01,Hokuto,day,3.25,61.1,548.9,0.073,6,1
M-08,Hokuto,night,3.43,58.7,537.4,0.075,4,0
M-03,Brunner,day,5.24,62.7,539.6,0.066,11,1
M-03,Brunner,night,4.07,68.3,490.0,0.137,11,1
M-08,Hokuto,day,3.19,57.1,459.8,0.078,4,1
M-07,Brunner,night,4.69,67.2,410.5,0.108,12,0
M-08,Hokuto,night,3.46,64.9,508.3,0.082,4,1
M-01,Hokuto,day,3.37,62.2,496.3,0.056,6,1
M-07,Brunner,day,3.93,66.5,503.3,0.1,12,1
M-01,Hokuto,night,3.33,62.1,458.7,0.071,6,0
M-03,Brunner,day,3.85,67.1,483.1,0.07,11,0
M-03,Brunner,night,4.05,66.4,430.2,0.138,11,0
M-06,Voss,night,2.97,58.7,541.2,0.094,2,0
M-02,Hokuto,day,3.15,60.1,469.1,0.064,4,0
M-07,Brunner,night,5.0,63.7,437.2,0.111,12,0
M-07,Brunner,night,5.0,64.5,418.9,0.114,12,0
M-07,Brunner,day,4.37,67.7,483.1,0.125,12,1
M-02,Hokuto,night,3.62,60.3,565.6,0.094,4,1
M-08,Hokuto,day,3.71,56.6,539.7,0.108,4,0
M-01,Hokuto,night,3.45,65.4,555.9,0.097,6,1
M-04,Brunner,day,2.67,53.0,511.9,0.069,3,0
M-02,Hokuto,day,3.08,61.8,530.0,0.035,4,1
M-07,Brunner,night,3.92,65.0,459.2,0.079,12,1
M-03,Brunner,night,5.15,64.4,463.0,0.099,11,1
M-06,Voss,day,3.03,57.2,506.6,0.079,2,1
M-07,Brunner,night,4.33,65.9,479.3,0.122,12,0
M-08,Hokuto,night,2.81,58.5,525.8,0.085,4,0
M-03,Brunner,day,4.57,63.8,544.3,0.075,11,0
M-06,Voss,night,2.29,60.0,549.0,0.082,2,0
M-01,Hokuto,day,3.39,61.6,495.4,0.063,6,1
M-07,Brunner,night,4.61,61.5,538.1,0.114,12,0
M-05,Voss,night,3.23,59.7,481.1,0.12,5,1
M-01,Hokuto,night,3.77,59.8,491.0,0.083,6,1
M-01,Hokuto,night,4.19,61.8,524.8,0.077,6,0
M-02,Hokuto,night,2.75,60.4,477.6,0.068,4,1
M-06,Voss,night,3.04,58.3,530.1,0.105,2,0
M-07,Brunner,day,4.09,60.6,434.1,0.096,12,1
M-03,Brunner,day,3.71,65.9,441.2,0.059,11,0
M-05,Voss,night,2.5,60.9,483.0,0.118,5,0
M-07,Brunner,day,3.45,67.6,484.8,0.095,12,1
M-04,Brunner,night,3.49,60.3,566.0,0.097,3,1
M-01,Hokuto,day,3.21,61.7,492.0,0.067,6,1
M-04,Brunner,night,4.35,58.2,557.2,0.113,3,0
M-05,Voss,night,3.17,59.1,457.1,0.139,5,0
M-02,Hokuto,day,3.34,60.2,512.1,0.076,4,1
M-03,Brunner,night,4.41,69.5,372.2,0.12,11,0
M-01,Hokuto,day,3.48,65.1,457.4,0.062,6,1
M-07,Brunner,night,4.54,59.9,422.9,0.15,12,0
M-04,Brunner,night,3.63,59.7,476.3,0.068,3,0
M-08,Hokuto,day,3.03,61.6,478.8,0.071,4,0
M-01,Hokuto,night,3.54,61.4,507.5,0.086,6,0
M-08,Hokuto,day,3.69,62.4,575.6,0.037,4,1
M-01,Hokuto,day,3.95,60.5,502.2,0.049,6,1
M-08,Hokuto,day,2.35,59.5,478.3,0.077,4,1
M-08,Hokuto,day,2.26,56.9,486.0,0.034,4,0
M-04,Brunner,day,2.54,60.8,475.6,0.018,3,1
M-05,Voss,night,3.99,59.8,489.6,0.091,5,1
M-04,Brunner,day,3.33,66.8,467.4,0.066,3,0
M-06,Voss,night,2.88,57.2,520.0,0.074,2,1
M-01,Hokuto,day,4.02,62.5,510.1,0.046,6,0
M-08,Hokuto,day,2.72,63.2,498.5,0.093,4,0
M-01,Hokuto,night,4.22,57.7,489.2,0.083,6,1
M-05,Voss,night,3.72,61.2,430.7,0.053,5,1
M-05,Voss,day,3.76,60.4,544.2,0.056,5,1
M-08,Hokuto,day,3.81,62.6,458.3,0.043,4,1
M-04,Brunner,day,3.2,55.9,516.5,0.059,3,1
M-06,Voss,night,2.82,56.2,528.0,0.089,2,1
M-06,Voss,night,2.45,60.5,561.3,0.068,2,1
M-03,Brunner,day,4.79,62.4,431.6,0.097,11,1
M-04,Brunner,night,3.89,56.4,529.3,0.054,3,1
M-08,Hokuto,day,2.51,58.8,519.7,0.1,4,1
M-01,Hokuto,night,3.54,61.4,464.5,0.102,6,1
M-08,Hokuto,night,3.89,56.6,559.2,0.063,4,1
M-04,Brunner,night,3.38,64.9,463.6,0.085,3,0
M-06,Voss,night,3.36,57.6,482.3,0.071,2,0
M-01,Hokuto,night,3.42,62.9,569.4,0.094,6,0
M-04,Brunner,night,3.93,55.0,482.2,0.101,3,0
M-03,Brunner,night,4.69,63.2,520.4,0.127,11,1
M-07,Brunner,night,4.44,71.0,473.6,0.114,12,0
M-01,Hokuto,night,4.94,66.5,439.7,0.116,6,0
M-06,Voss,day,3.55,61.9,516.4,0.065,2,1
M-01,Hokuto,night,3.4,61.6,386.2,0.065,6,1
M-08,Hokuto,night,2.76,58.0,472.7,0.095,4,1
M-08,Hokuto,day,4.1,57.0,512.2,0.041,4,1
M-03,Brunner,day,4.26,63.1,534.7,0.091,11,1
M-07,Brunner,night,4.16,71.4,593.6,0.093,12,1
M-06,Voss,day,3.0,53.4,495.9,0.06,2,1
M-06,Voss,night,2.82,59.8,553.7,0.112,2,0
M-06,Voss,night,2.98,58.9,522.4,0.098,2,1
M-02,Hokuto,night,3.35,64.9,447.7,0.088,4,1
M-01,Hokuto,night,3.36,68.1,451.1,0.107,6,1
M-07,Brunner,day,3.48,66.5,423.1,0.115,12,0
M-02,Hokuto,night,2.32,59.7,428.3,0.082,4,0
M-04,Brunner,night,2.69,63.2,461.7,0.083,3,0
M-01,Hokuto,day,3.83,62.4,510.4,0.061,6,1
M-07,Brunner,day,5.22,59.8,486.3,0.119,12,1
M-05,Voss,day,2.83,62.6,491.2,0.068,5,1
M-01,Hokuto,day,4.16,57.7,468.4,0.095,6,0
M-07,Brunner,day,4.39,66.4,404.3,0.103,12,1
M-03,Brunner,day,4.64,67.5,516.8,0.099,11,1
M-06,Voss,night,3.33,58.8,530.5,0.088,2,1
M-01,Hokuto,night,3.1,56.5,439.0,0.092,6,0
M-02,Hokuto,night,3.74,57.2,482.4,0.059,4,0
M-06,Voss,day,2.78,55.9,505.6,0.083,2,0
M-03,Brunner,night,4.05,66.0,395.7,0.17,11,0
M-06,Voss,night,3.28,55.2,467.4,0.095,2,0
M-06,Voss,day,2.86,62.6,575.3,0.074,2,0
M-04,Brunner,day,3.03,56.8,536.1,0.04,3,0
M-06,Voss,night,2.65,59.3,521.7,0.049,2,1
M-04,Brunner,night,3.8,58.3,470.5,0.102,3,0
M-01,Hokuto,night,3.51,63.9,548.1,0.11,6,0
M-03,Brunner,day,4.46,67.7,454.2,0.114,11,0
M-06,Voss,night,4.01,54.8,490.2,0.075,2,0
M-06,Voss,day,3.89,62.8,612.8,0.024,2,0
M-08,Hokuto,night,3.37,59.5,532.4,0.106,4,1
M-02,Hokuto,night,3.25,65.6,522.3,0.077,4,0
M-02,Hokuto,day,3.96,60.8,532.0,0.049,4,0
M-06,Voss,night,2.84,57.9,521.0,0.047,2,0
M-05,Voss,night,2.41,56.9,507.8,0.091,5,0
M-03,Brunner,day,4.71,67.9,389.1,0.091,11,1
M-07,Brunner,day,4.24,72.0,447.1,0.127,12,0
M-01,Hokuto,night,3.01,68.0,465.7,0.108,6,0
M-08,Hokuto,night,3.15,61.0,515.8,0.064,4,1
M-01,Hokuto,night,3.84,64.4,483.1,0.096,6,0
M-04,Brunner,night,2.65,60.8,563.6,0.078,3,0
M-03,Brunner,day,4.05,65.5,399.7,0.109,11,0
M-02,Hokuto,day,2.73,63.1,529.0,0.088,4,0
M-02,Hokuto,night,2.63,66.3,589.7,0.053,4,0
M-01,Hokuto,night,3.69,59.7,457.8,0.083,6,1
M-02,Hokuto,night,3.8,55.3,522.2,0.068,4,0
M-04,Brunner,night,2.92,63.3,443.3,0.086,3,0
M-06,Voss,night,3.7,60.1,546.1,0.086,2,0
M-01,Hokuto,day,3.3,59.5,425.1,0.067,6,0
M-02,Hokuto,day,2.54,61.0,523.2,0.086,4,1
M-07,Brunner,day,4.19,64.4,496.4,0.09,12,1
M-08,Hokuto,night,4.25,59.1,514.1,0.075,4,0
M-03,Brunner,night,4.43,62.1,504.1,0.128,11,0
M-07,Brunner,day,4.19,66.2,465.2,0.087,12,1
M-06,Voss,day,4.01,66.8,458.3,0.072,2,1
M-03,Brunner,night,4.18,68.3,510.7,0.119,11,0
M-04,Brunner,day,3.23,55.3,540.7,0.042,3,0
M-07,Brunner,night,4.45,64.2,511.0,0.094,12,1
M-07,Brunner,day,4.5,66.8,436.2,0.129,12,1
M-04,Brunner,day,3.19,57.9,483.1,0.048,3,0
M-03,Brunner,night,3.69,68.1,483.4,0.128,11,0
M-04,Brunner,day,3.74,58.9,504.4,0.071,3,1
M-03,Brunner,day,3.91,67.9,508.8,0.087,11,1
M-01,Hokuto,night,3.08,56.9,511.1,0.093,6,1
M-04,Brunner,night,2.82,59.4,497.7,0.102,3,1
M-05,Voss,night,3.13,57.8,528.1,0.106,5,0
M-05,Voss,night,3.82,57.4,501.2,0.13,5,1
M-08,Hokuto,day,3.39,64.4,536.1,0.044,4,0
M-05,Voss,night,3.33,63.8,515.3,0.091,5,0
M-04,Brunner,night,2.41,62.6,591.1,0.086,3,0
M-07,Brunner,night,4.26,63.1,388.0,0.102,12,1
M-01,Hokuto,night,3.48,62.1,510.4,0.089,6,1
M-03,Brunner,night,3.7,59.6,491.2,0.148,11,0
M-06,Voss,day,2.93,57.8,527.3,0.093,2,0
M-01,Hokuto,night,3.6,61.3,453.6,0.124,6,0
M-01,Hokuto,day,3.11,58.7,437.5,0.078,6,0
M-05,Voss,night,3.26,58.9,521.5,0.09,5,1
M-02,Hokuto,day,4.02,58.5,486.5,0.078,4,0
M-03,Brunner,night,4.06,63.8,527.9,0.099,11,1
M-08,Hokuto,night,2.68,60.5,537.1,0.087,4,0
M-07,Brunner,night,4.81,62.5,470.0,0.129,12,1
M-02,Hokuto,day,3.53,60.9,615.3,0.109,4,0
M-02,Hokuto,night,3.1,60.1,529.6,0.069,4,0
M-07,Brunner,night,4.23,67.3,420.6,0.147,12,0
M-02,Hokuto,day,2.93,58.4,447.6,0.06,4,1
M-03,Brunner,day,3.51,68.8,522.4,0.086,11,0
M-01,Hokuto,day,3.31,61.8,476.9,0.09,6,1
M-03,Brunner,night,3.96,71.0,511.7,0.121,11,1
M-06,Voss,day,3.58,56.0,496.9,0.072,2,1
M-08,Hokuto,day,3.07,62.8,521.8,0.05,4,0
M-07,Brunner,day,4.23,59.9,453.5,0.118,12,1
M-08,Hokuto,night,3.75,59.2,501.3,0.096,4,0
M-01,Hokuto,day,3.47,57.4,514.6,0.091,6,1
M-08,Hokuto,night,3.68,55.7,451.2,0.077,4,1
M-06,Voss,night,3.62,56.6,517.4,0.053,2,0
M-02,Hokuto,night,2.7,62.3,461.3,0.063,4,1
M-06,Voss,day,2.36,58.7,493.2,0.044,2,0
M-01,Hokuto,night,4.22,61.1,485.7,0.1,6,1
M-06,Voss,day,2.39,62.5,446.3,0.073,2,1
M-02,Hokuto,night,2.96,61.7,509.8,0.097,4,1
M-05,Voss,day,2.64,59.3,436.2,0.071,5,1
M-05,Voss,day,4.31,61.1,490.0,0.05,5,0
M-04,Brunner,day,3.09,65.3,527.5,0.06,3,1
M-08,Hokuto,day,2.95,64.6,482.8,0.063,4,0
M-08,Hokuto,night,3.32,57.5,498.8,0.091,4,0
M-03,Brunner,day,3.82,67.3,520.9,0.128,11,1
M-03,Brunner,night,4.15,64.2,479.2,0.135,11,1
M-04,Brunner,day,3.29,55.8,518.4,0.045,3,0
M-07,Brunner,night,4.5,70.7,485.9,0.101,12,0
M-02,Hokuto,night,3.3,57.9,498.5,0.035,4,0
M-06,Voss,night,3.61,60.2,526.6,0.049,2,0
M-06,Voss,day,2.12,59.0,494.4,0.039,2,0
M-02,Hokuto,night,3.96,58.7,526.1,0.065,4,1
M-02,Hokuto,night,2.96,59.9,475.2,0.058,4,1
M-02,Hokuto,day,2.33,57.6,551.9,0.08,4,0
M-06,Voss,night,3.77,60.1,466.1,0.093,2,1
M-07,Brunner,night,3.76,62.3,516.5,0.098,12,1
M-06,Voss,night,3.02,62.5,469.2,0.092,2,0
M-03,Brunner,day,3.57,59.7,485.7,0.091,11,0
M-02,Hokuto,night,4.14,56.7,528.6,0.109,4,1
M-08,Hokuto,day,3.17,57.8,573.7,0.082,4,0
M-04,Brunner,day,3.4,56.9,501.1,0.037,3,0
M-07,Brunner,night,4.41,63.2,478.3,0.122,12,1
M-08,Hokuto,night,3.02,64.8,610.5,0.085,4,0
M-03,Brunner,night,3.45,65.6,463.2,0.091,11,0
M-08,Hokuto,night,3.36,59.8,483.7,0.074,4,1
M-06,Voss,day,3.44,58.8,500.7,0.011,2,0
M-07,Brunner,day,4.66,63.9,457.1,0.07,12,0
M-05,Voss,night,3.34,60.4,543.4,0.085,5,0
M-06,Voss,night,2.3,61.5,486.0,0.053,2,0
M-02,Hokuto,night,2.37,57.2,518.8,0.06,4,0
M-04,Brunner,day,2.45,57.9,473.6,0.118,3,1
M-07,Brunner,night,3.96,66.6,473.3,0.092,12,1
M-01,Hokuto,day,3.0,61.2,513.4,0.05,6,0
M-03,Brunner,night,4.23,61.3,450.1,0.12,11,1
M-05,Voss,day,3.76,61.4,524.0,0.09,5,0
M-08,Hokuto,day,2.85,60.7,492.5,0.054,4,0
M-04,Brunner,night,2.37,60.5,424.7,0.086,3,0
M-05,Voss,day,2.32,62.1,485.0,0.002,5,1
M-07,Brunner,night,4.85,66.0,476.9,0.114,12,0
M-04,Brunner,day,2.94,54.8,530.1,0.035,3,0
M-04,Brunner,day,3.1,59.5,472.3,0.081,3,1
M-04,Brunner,night,3.27,58.4,509.2,0.076,3,1
M-08,Hokuto,day,3.18,62.2,499.4,0.085,4,1
M-02,Hokuto,day,2.35,62.0,474.2,0.078,4,0
M-02,Hokuto,day,2.56,64.2,470.1,0.056,4,0
M-01,Hokuto,day,3.77,61.7,512.2,0.06,6,1
M-08,Hokuto,day,3.1,58.2,472.8,0.057,4,0
M-06,Voss,night,3.17,61.8,479.6,0.077,2,0
M-05,Voss,day,4.29,59.9,510.7,0.058,5,0
M-01,Hokuto,night,3.57,61.1,514.5,0.109,6,1
M-03,Brunner,night,4.54,65.5,506.0,0.084,11,0
M-06,Voss,night,2.24,58.4,529.3,0.107,2,1
M-01,Hokuto,day,3.89,63.7,558.6,0.073,6,1
M-08,Hokuto,night,3.31,60.8,498.7,0.078,4,0
M-05,Voss,day,2.61,61.1,438.0,0.101,5,1
M-03,Brunner,day,3.77,68.0,530.9,0.086,11,1
M-02,Hokuto,day,1.96,61.1,545.6,0.091,4,0
M-01,Hokuto,day,4.44,62.9,566.1,0.052,6,0
M-01,Hokuto,day,3.46,61.4,459.5,0.059,6,0
M-06,Voss,night,3.39,61.8,564.6,0.102,2,1
M-08,Hokuto,day,3.6,63.8,485.4,0.104,4,1
M-03,Brunner,day,3.97,59.7,494.8,0.069,11,0
M-06,Voss,day,2.65,63.8,536.1,0.037,2,0
M-01,Hokuto,night,3.89,66.3,497.4,0.088,6,0
M-08,Hokuto,day,2.9,62.1,519.7,0.076,4,0
M-07,Brunner,day,4.01,58.2,438.4,0.091,12,0
M-03,Brunner,night,5.06,64.2,503.7,0.095,11,1
M-05,Voss,night,3.5,65.8,528.8,0.085,5,1
M-03,Brunner,night,4.01,64.8,517.7,0.143,11,0
M-05,Voss,day,3.63,66.6,558.6,0.04,5,0
M-01,Hokuto,night,4.23,63.8,467.0,0.081,6,1
M-01,Hokuto,day,4.35,59.5,421.8,0.073,6,0
M-04,Brunner,night,3.07,53.5,523.4,0.068,3,0
M-02,Hokuto,day,3.73,59.9,487.4,0.059,4,1
M-01,Hokuto,day,3.63,67.8,471.3,0.071,6,1
M-04,Brunner,day,3.38,64.8,538.5,0.046,3,0
M-06,Voss,day,3.2,64.6,520.1,0.069,2,0
M-02,Hokuto,night,3.67,57.4,549.2,0.102,4,1
M-06,Voss,night,3.21,62.7,551.0,0.077,2,0
M-04,Brunner,day,2.51,59.3,512.3,0.069,3,1
M-07,Brunner,night,4.1,65.8,466.0,0.143,12,1
M-03,Brunner,night,3.55,65.7,504.9,0.083,11,0
M-03,Brunner,day,4.15,60.5,442.7,0.082,11,0
M-01,Hokuto,day,3.42,60.5,475.4,0.086,6,0
M-01,Hokuto,night,3.6,61.4,449.7,0.124,6,1
M-04,Brunner,night,3.54,65.0,455.1,0.067,3,1
M-01,Hokuto,day,3.53,57.9,443.1,0.041,6,0
M-03,Brunner,night,5.11,68.1,549.1,0.134,11,0
M-05,Voss,day,2.81,56.7,481.3,0.076,5,0
M-04,Brunner,night,2.64,66.8,482.4,0.097,3,0
M-03,Brunner,night,4.42,61.7,460.5,0.134,11,0
M-03,Brunner,night,4.26,65.4,460.2,0.107,11,0
M-02,Hokuto,day,3.27,60.4,549.5,0.104,4,0
M-04,Brunner,day,3.44,56.6,589.7,0.067,3,0
M-06,Voss,day,2.71,58.2,575.1,0.068,2,1
M-07,Brunner,day,3.64,69.4,440.0,0.108,12,0
M-05,Voss,day,3.92,59.8,518.9,0.094,5,0
M-04,Brunner,night,2.78,58.4,484.5,0.106,3,1
M-02,Hokuto,day,2.47,56.9,519.1,0.057,4,0
M-01,Hokuto,night,4.07,64.7,446.4,0.105,6,1
M-05,Voss,day,3.31,64.7,476.6,0.063,5,0
M-04,Brunner,night,2.96,60.7,525.4,0.077,3,1
M-05,Voss,night,3.56,56.2,485.6,0.107,5,1
M-08,Hokuto,day,3.44,60.0,460.1,0.101,4,1
M-03,Brunner,day,3.49,58.6,424.0,0.108,11,0
M-02,Hokuto,day,3.37,58.4,477.4,0.036,4,0
M-01,Hokuto,night,2.97,63.2,552.3,0.095,6,1
M-05,Voss,day,3.8,56.6,561.0,0.053,5,0
M-01,Hokuto,day,3.64,65.4,454.8,0.086,6,0
M-04,Brunner,night,3.56,59.8,477.2,0.1,3,0
M-02,Hokuto,day,3.07,59.6,509.8,0.104,4,0
M-02,Hokuto,night,3.54,61.0,521.7,0.064,4,1
M-08,Hokuto,day,2.66,56.1,484.1,0.04,4,1
M-06,Voss,night,3.04,58.1,602.4,0.084,2,0
M-05,Voss,day,2.7,64.9,447.2,0.104,5,0
M-07,Brunner,night,3.97,64.0,507.6,0.109,12,0
M-07,Brunner,night,4.29,67.9,541.0,0.075,12,0
M-06,Voss,day,3.87,56.3,544.9,0.066,2,0
M-07,Brunner,night,4.36,67.3,529.2,0.102,12,0
M-04,Brunner,day,3.85,58.1,534.1,0.063,3,1
M-05,Voss,night,3.91,63.8,485.1,0.107,5,1
M-08,Hokuto,night,3.22,60.6,512.4,0.082,4,0
M-01,Hokuto,day,3.66,63.7,506.9,0.059,6,0
M-01,Hokuto,night,3.71,62.0,507.1,0.124,6,1
M-04,Brunner,night,3.6,62.5,468.5,0.097,3,1
M-07,Brunner,night,4.42,68.0,421.5,0.127,12,1
M-08,Hokuto,night,3.89,56.1,516.8,0.074,4,1
M-06,Voss,day,2.88,59.9,541.8,0.04,2,0
M-05,Voss,night,2.97,59.2,466.2,0.075,5,1
M-03,Brunner,night,4.08,62.7,460.7,0.111,11,1
M-08,Hokuto,day,4.22,59.2,486.4,0.069,4,1
M-04,Brunner,night,2.13,61.1,502.8,0.067,3,0
M-03,Brunner,night,4.33,63.8,416.2,0.127,11,1
M-06,Voss,night,2.65,57.9,558.5,0.069,2,0
M-04,Brunner,day,3.08,59.7,510.6,0.062,3,1
M-02,Hokuto,day,3.47,59.2,538.1,0.059,4,1
M-02,Hokuto,night,3.21,57.9,468.5,0.074,4,0
M-06,Voss,night,2.6,59.4,441.5,0.056,2,0
M-03,Brunner,day,4.0,58.5,441.5,0.11,11,1
M-07,Brunner,day,4.65,68.9,532.2,0.12,12,1
M-06,Voss,night,2.87,61.7,447.2,0.044,2,1
M-07,Brunner,night,3.92,70.5,529.7,0.122,12,0
M-05,Voss,day,3.47,66.2,497.2,0.063,5,0
M-03,Brunner,day,4.27,67.5,520.3,0.092,11,1
M-07,Brunner,day,4.12,65.8,500.6,0.126,12,1
M-07,Brunner,night,4.72,70.1,445.1,0.104,12,0
